apply_url,title,company,location,salary,work_env,job_type,url_source,date_added,stage,company_desc,requirements,skills,application_status,date_applied
https://careers.dentsplysirona.com/job/USA-Home-Office-Clinical-Implementation-Specialist-Dental-Technology-NA/1373312433/,"Clinical Implementation Specialist - Technology (USA Home Office, --, US, NA)",Dentsply Sirona,United States,$85k-$95k/yr,Remote,Full Time,company-careers,7h ago,Saved,XRAY: Manufacturer of professional dental products and medical technologies.,Bachelor’s degree preferred and strong clinical/digital dentistry background; extensive travel (~75%); in-person clinical training; strong communication; ability to train and support customers and internal teams.,"CBCT, Intraoral scanning, CAD/CAM",,
https://jobs.centene.com/us/en/jobs/1638092/senior-manager-payment-integrity-implementation-delivery/,"Senior Manager, Payment Integrity - Implementation Delivery",Centene,United States,$108k-$199k/yr,Remote,Full Time,company-careers,7h ago,Saved,CNC: Provides government-sponsored and commercial healthcare insurance programs and services.,6+ YOE3+ MgmtBachelor’s or 4+ years experience; 6+ years project delivery; 3+ years people leadership; PMP preferred.,,,
https://ats.rippling.com/verra-opportunities/jobs/6e3fac38-e953-49e8-931c-d66b3c47f123,Process Excellence and Implementation Lead (Contract),"Contract, Full Time",United States,,Remote,,company-careers,7h ago,Saved,,Verra: Develops and manages standards for carbon and environmental markets.,"10+ YOE10+ years in process optimization; experience with regulatory or certification review; Kanban/Lean Six Sigma; hands-on automation/AI; data analysis; change management; strong communication; climate action knowledge desirable. | Automation tools, AI, Project Hub, UI/UX tools",,
https://toolio.talentlyft.com/jobs/project-manager-saas-implementation-cgcL,Project Manager - Saas Implementation,Toolio,"New York, New York, United States",,Remote,Full Time,company-careers,8h ago,Saved,Cloud-based merchandise planning platform for retailers.,4+ YOE4+ years in project management or customer implementation within a SaaS environment; experience leading cross-functional implementations; data-heavy software implementations preferred; background in retail SaaS is a plus.,"Smartsheet, Vitally, Salesforce",,
https://apply.workable.com/ometria/j/FA23380E0B/,Principal Client Onboarding & Implementation Manager,Ometria,New York or United States,$150k-$180k/yr,Remote,Full Time,workable,8h ago,Saved,AI-powered customer data platform for personalized retail marketing.,7+ YOE7+ years enterprise SaaS project management; API/data integration experience; stakeholder management; retail/ecommerce knowledge.,"APIs, Data feeds, System integrations",,
https://www.linkedin.com/jobs/view/implementation-team-lead-%E2%80%93-payroll-benefits-at-hibob-4400584328,Implementation Team Lead – Payroll & Benefits,HiBob,United States,$165k-$185k/yr,Remote,Full Time,linkedin,8h ago,Saved,Provides a cloud-based HR platform for mid-sized businesses.,5+ YOE3+ MgmtExpert knowledge in US payroll and benefits; proven leadership of payroll-related teams; Zendesk experience; data-driven with strong CX metrics.,"Zendesk, CRM, Reporting",,
https://jobs.ashbyhq.com/vetcove/b26fb7fc-b73c-45c0-8f8a-7496451dceb5,Client Onboarding and Implementation Lead,Vetcove,United States,$65k-$90k/yr,Remote,Full Time,ashby,8h ago,Saved,Digital procurement marketplace and management software for veterinary clinics.,4+ YOE4+ years managing complex software implementation projects; SaaS experience; strong communication; travel up to 10–15%.,,,
https://www.linkedin.com/jobs/view/senior-implementation-manager-at-meltwater-4390292107,Senior Implementation Manager,Meltwater Group,"Miami, Florida, United States",$46/hr,Remote,Full Time,linkedin,8h ago,Saved,Global AI software provider delivering data-driven insights,3+ YOEBachelor's degree and minimum 3 years in a client-facing software support role; strong leadership; cross-functional collaboration; interest in AI; English proficiency; excellent communication.,"Boolean query, Analytics, Dashboards, SaaS",,
https://careers.aspendental.com/us/en/job/R2026-003956/Implementation-Experience-Specialist,Implementation Experience Specialist,Aspen Dental,"New York, New York, United States",$75k/yr,Remote,Full Time,company-careers,8h ago,Saved,Operates a nationwide network of branded dental care practices.,3+ YOEBachelor’s degree or equivalent; 3+ years in operations/digital transformation/program management; Lean/Six Sigma; AI tools knowledge; training; data privacy awareness; project/change tools; multi-project management.,"Monday.com, Asana, Jira, Smartsheet",,
"https://careers-appliedsystems.icims.com/jobs/7458/customer-implementation-specialist,-data-migration/job",Customer Implementation Specialist,Applied Systems,United States or Canada,$55k-$90k/yr,Remote,Full Time,icims,8h ago,Saved,Cloud-based software for insurance agency and brokerage management.,5+ YOE5+ years in insurance with NAICS/ISO/SIC/NCCI classification experience; strong data analysis; remote duties; collaboration with carriers and partners.,,,
https://www.linkedin.com/jobs/view/implementation-consultant-i-at-navigate360-4393165091,Implementation Consultant I,Navigate360,"Richfield, Ohio, United States",,Remote,Full Time,linkedin,8h ago,Saved,Provides safety and well-being software for schools and communities.,"0+ YOEAssociates or Bachelor's degree or equivalent experience; strong communication, analytical skills; CRM experience; PC/Mac, Office365.","CRM platforms, Salesforce, Microsoft Office 365",,
https://healthcare.wd1.myworkdayjobs.com/en-US/Search/job/Data-Implementation-Consultant_R01129226,Data Implementation Consultant,Solventum,"Albany, New York, United States",$96k-$132k/yr,Remote,Full Time,workday,8h ago,Saved,SOLV: Provides medical technology and health information software solutions.,"4+ YOEBachelor's degree (or higher) with 4+ years in product/data analysis; strong SQL, data mapping, and analytics skills; excellent communication; remote work ability.","SQL, JIRA, Confluence, Kanban boards, CRM tools, Microsoft Office, Excel, PowerPoint",,
https://careers.tscp.com/companies/silverchair/jobs/70104276-implementation-specialist-remote-us,Implementation Specialist (Remote-US),Silverchair,United States,$75k-$90k/yr,Remote,Full Time,company-careers,8h ago,Saved,Platform for scholarly publishers to host and manage research.,"Experience with ScholarOne Manuscripts preferred; strong project management; knowledge of academic publishing; excellent communication; proficient in MS Office, Google Apps, Salesforce; XML and APIs a plus.","Microsoft Office, Google Apps, Salesforce, XML, APIs",,
https://enrollment123.applytojob.com/apply/N8EGGzQ1mc/Sr-Implementation-Project-Manager,Sr. Implementation Project Manager,Enrollment123,"Laguna Hills, California, United States",,Remote,Full Time,company-careers,8h ago,Saved,Software platform for managing insurance distribution and billing.,6+ YOE6+ years PM experience in insurance or healthcare software; advanced PM skills with PM tools; technical literacy; strong communication; strategic operational mindset; experienced in SaaS implementations.,"SmartSheet, Microsoft Project",,
https://recruiting.paylocity.com/Recruiting/Jobs/Details/4101283,HALO - Senior Implementation Manager (Remote),HALO,United States,$75k-$90k/yr,Remote,Full Time,company-careers,8h ago,Saved,Distributes branded merchandise and develops employee recognition programs.,5+ YOE5+ years in customer-facing implementation management; bachelor's degree; remote work experience; strong PM skills; MS Office/Smartsheet; excellent communication.,"MS Office, Smartsheet, Salesforce, Confluence",,
https://recruiting.paylocity.com/recruiting/jobs/Details/4097777/CallTower-Inc/Implementation-Project-Manager-II,Implementation Project Manager II,CallTower,"Manchester, /, United States",,Remote,Full Time,company-careers,8h ago,Saved,Provides cloud-based unified communications and contact center solutions.,"4+ YOEBachelor’s degree or 6+ years relevant experience; 4+ years PM/implementation in tech; PMP cert a plus; strong PM, consulting and communication skills.","Microsoft Project, PMP Certification",,
https://jobs.ashbyhq.com/1password/4d962f79-8019-4c9d-9ad4-f18f5622d963/application,"Operations & Program Manager, Implementation",1Password,United States or Canada,$122k-$166k/yr,Remote,Full Time,ashby,8h ago,Saved,Software for secure password management and digital identity protection.,"6+ YOE6+ years in operations/implementation/onboarding; strong cross-functional collaboration; experience owning or administering systems (Salesforce, Gainsight, etc.); PM and process-improvement skills.","Salesforce, Gainsight, Gong, Rocketlane",,
https://jobs.ashbyhq.com/ascertain/30448f88-c344-4665-97c0-373f4e7381ac/application,Senior Implementation & Engagement Manager,Ascertain,United States,$130k-$150k/yr,Remote,Full Time,ashby,8h ago,Saved,Automates healthcare administrative workflows using agentic artificial intelligence.,5+ YOE5-7 years in healthcare environments; 4+ years leading healthcare IT or SaaS implementations; proven multi-stakeholder delivery; startup experience preferred.,,,
https://jobs.lever.co/LuminDigital,Senior Software Implementation Engineer,Lumin Digital,United States,$145k-$165k/yr,Remote,Full Time,lever,8h ago,Saved,Provides cloud-native digital banking platforms for financial institutions.,"5+ YOE5+ years in software engineering, implementation, or systems integration; fintech experience; strong SQL/relational DB; SDK experience; JIRA; travel minimally.","SQL, JSON, XML, REST, SOAP, AWS, Docker, Kubernetes, Kibana, Datadog, Git, CI/CD, JIRA",,
https://jobs.ashbyhq.com/benchling/70a06d33-256b-446e-a1ec-045f0d9360f7,Implementation Manager GxP,Benchling,Raleigh or Princeton or Philadelphia,$118k-$183k/yr,Remote,Full Time,ashby,8h ago,Saved,Cloud platform for biotechnology research and development.,"3+ YOE3-5 years CSV in regulated life sciences; 2+ years in pharma/biotech; strong knowledge of 21 CFR Part 11, Annex 11, GAMP 5; validation deliverables; travel up to 25%; excellent communication and PM skills.","Benchling, CSV, LIMS, ELN, QMS",,
https://boards.greenhouse.io/perfectserve,Software Implementation Consultant - US Remote,PerfectServe,United States,$70k-$75k/yr,Remote,Full Time,greenhouse,8h ago,Saved,Provides clinical communication and scheduling software for healthcare teams.,1+ YOE1+ years in software implementation; US-based; remote; on-call rotation; strong onboarding and client relationship skills; SQL bonus.,,,
https://wd3.myworkdaysite.com/en-US/recruiting/modaxo/Trapeze/job/Remote-United-States/Implementation-Consultant--EAM_R56980,"Implementation Consultant, EAM",Modaxo,United States,,Remote,Full Time,workday,8h ago,Saved,CSU: Software and technology solutions for global people transportation.,"Experience with EAM integrations, data analysis, SQL and scripting, strong documentation and communication skills; willing to travel up to 50% in North America.",,,
https://www.linkedin.com/jobs/view/implementation-specialist-at-pex-4397479217,Junior Implementation Specialist,PEX,"New York, New York, United States",$60k-$65k/yr,Remote,Full Time,linkedin,8h ago,Saved,Prepaid corporate cards and expense management software for businesses.,"1+ YOE1-3 years in customer support/onboarding; strong organizational and communication skills; fintech/SaaS experience; proficient with Salesforce, monday.com, Excel/Google Sheets.","Salesforce, monday.com, Excel, Google Sheets",,
http://job-boards.greenhouse.io/benchprep/jobs/8497337002,Implementation Manager (Contract),BenchPrep,United States,,Remote,Contract,greenhouse,8h ago,Saved,Provides an enterprise cloud platform for professional certification and training.,"5+ YOE5+ years in project management and customer-facing SaaS delivery; strong communication and organizational skills; proficient with Google Workspace, Confluence, Jira, Smartsheet; CAPM/PMP a plus.","G Suite, Confluence, Jira, Smartsheet",,
https://boards.greenhouse.io/emslinqinc,Senior Implementation Consultant,LINQ,"Austin, Texas, United States",,Remote,Full Time,greenhouse,8h ago,Saved,Provides cloud software for K-12 school administration and nutrition.,"5+ YOE5+ years of professional experience in K-12 finance/HR/payroll, ERP implementations, and/or public sector consulting; BA/BS in Accounting/Finance/Business or related field; strong project ownership and multi-stakeholder coordination.","Microsoft Office 365, Salesforce, Rocketlane, Slack",,
https://boards.greenhouse.io/66degrees,"ClickUp Implementation Specialist, Contract",66degrees,United States,,Remote,Contract,greenhouse,8h ago,Saved,Provides AI consulting and managed Google Cloud services.,"Mid-level ClickUp Implementation Specialist with hands-on ClickUp experience (automation, dashboards, bulk actions), strong communication, ability to document processes, and client-facing responsibilities after 6 months.","ClickUp, Smart Sheet",,
https://jobs.experian.com/job/implementation-engineering-manager-in-united-states-jid-4272,Implementation Engineering Manager,ExperianLondon,United States,$101k-$174k/yr,Remote,Full Time,company-careers,8h ago,Saved,EXPN: Global provider of credit reporting and data analytics services.,"8+ YOE8+ Mgmt8+ years managing a technical implementation team; Bachelor's in Computer Science or related field; SDLC/Agile experience; API/SOA integrations; hands-on with tools like Mulesoft, AWS API Gateway, React, PHP; ITIL change management; Confluence and Jira proficient; strong client-facing skills.","Mulesoft, AWS API Gateway, React, PHP, DeQue Axe, Salesforce Marketing Cloud, Salesforce Service Cloud, Insomnia, ReadMe, ITIL, Confluence, Jira",,
https://ats.rippling.com/nesto/jobs/ff891f3b-e767-454a-b9aa-436722cde8c8,"Product Implementation Manager, SaaS Delivery",nesto,United States or Canada,,Remote,Full Time,other,8h ago,Saved,Providing digital mortgage lending and B2B mortgage technology solutions.,Experience in SaaS delivery and product implementation management.,,,
https://jobs.ashbyhq.com/ashby/1e6bf4c7-6452-418b-9277-a28eb8a6f218,Associate Implementation Specialist - Americas,Ashby,"San Francisco, California, United States",$90k-$120k/yr,Remote,Full Time,ashby,8h ago,Saved,Provides all-in-one recruiting software for high-growth businesses.,"0+ YOESaaS implementation experience, remote work ability, cross-functional collaboration, strong communication, testing and documentation skills.",,,
https://gslate.applytojob.com/apply/3f4bVOPCiF/Implementation-Specialist-II,Implementation Specialist II,GreenSlate,"Burbank, California, United States",$60k-$72k/yr,Remote,Full Time,company-careers,8h ago,Saved,Providing payroll and accounting software for the entertainment industry.,"0+ YOEBachelor's degree; 3+ years customer service; 1+ years software implementation/project onboarding; able to handle high volumes, work under pressure; self-motivated, accountable, customer-focused, enthusiastic about learning GreenSlate software.","Asana, Intercom",,
https://recruiting.paylocity.com/recruiting/jobs/Details/4014612/Nuvem/Data-Implementation-Specialist,Nuvem - Data Implementation Specialist,Nuvem,United States,,Remote,Full Time,other,8h ago,Saved,Provides 340B technology and managed pharmacy services to healthcare providers.,"3+ YOE3-5 years of 340B experience including project management, implementations, and split billing knowledge.",,,
https://apply.workable.com/fiq/j/3196FA223F,MAWM Implementation Manager,Fulfillment IQ,Atlanta or United States,,Remote,Full Time,workable,8h ago,Saved,Offers supply chain consulting and logistics technology solutions.,6+ YOE6-8 years in WMS implementations with MAWM expertise; end-to-end MAWM program leadership; strong warehouse operations knowledge; experience with system integrations (ERP/OMS/TMS/MHE/WCS); proven program and stakeholder management.,"Manhattan Active WMS (MAWM), APIs, ProActive framework, ERP, OMS, TMS, MHE/WCS, Integration tools",,
https://boards.greenhouse.io/eleviassociates,"Senior Implementation Specialist, Service Delivery",ELEVI Associates,"Columbia, Maryland, United States",$85k-$110k/yr,Remote,Full Time,greenhouse,8h ago,Saved,Provides cyber security and IT engineering for federal agencies.,"Experience implementing hyperconverged systems, Azure environments, disaster recovery, and data replication; able to manage day-to-day operations.","Azure, Azure Stack, Hyperconverged Infrastructure, Disaster Recovery",,
https://medlytix.isolvedhire.com/jobs/1747507.html,Implementation Project Manager,Medlytix,"Roswell, Georgia, United States",,Remote,Full Time,company-careers,8h ago,Saved,Provider of predictive analytics for healthcare revenue cycle management.,3+ YOEBachelor's degree or equivalent; 3+ years in project management/implementation/client delivery; strong organizational/communication skills; proficient with Jira/Smartsheet/Excel; healthcare data experience preferred; multi-project management.,"Jira, Smartsheet, Microsoft Excel, EPIC EHR",,
https://ats.rippling.com/inquired-careers/jobs/4ca3718b-5241-4735-bdd9-4da3f0711620,Implementation Coordinator,inquirED,United States,$70k-$84k/yr,Remote,Full Time,rippling,8h ago,Saved,Provides inquiry-based social studies curriculum and professional development.,Knowledge of inquiry-based learning; teaching or educational leadership; curriculum documentation; adult learning; data-driven and collaborative; travel.,,,
https://ats.rippling.com/foundant-careers/jobs/cd946aa3-28fa-4ed5-aa00-f21dbad6cab5/apply,Implementation Consultant,Foundant,United States or Canada,,Remote,Full Time,company-careers,8h ago,Saved,Provides software to help nonprofits and foundations manage grants.,"Bachelor's degree in STEM or equivalent experience; knowledge of HTML, CSS, JavaScript, XML, JSON; SQL experience; experience configuring in a CMS; SaaS and SDLC familiarity; strong communication and problem-solving skills; able to travel within North America and Europe.","HTML, CSS, JavaScript, XML, JSON, SQL, CMS, SaaS, SDLC",,
https://jobs.aon.com/event-24834/jobs/90290?lang=en-us,Implementation Manager,Aon,United States,$85k-$95k/yr,Remote,Full Time,company-careers,8h ago,Saved,"AON: Provides risk management, insurance brokerage, and human capital consulting.","Bachelor’s degree; strong project management, client interaction, and Excel skills; experience with 401(k) plans and vendor coordination.","Excel, Project Management Tools",,
https://zoll.wd5.myworkdayjobs.com/en-US/ZOLLMedicalCorp/job/US-CO-Broomfield/Implementation-Specialist_R18561,Implementation Specialist,ZOLL Medical,"Broomfield, Colorado, United States",,Remote,Full Time,workday,8h ago,Saved,Manufactures medical devices and software for emergency care.,3+ YOE1-3 years EMS experience; training adults; SQL knowledge; Bachelor's/Associates or related certification; travel up to 75%; remote working possible.,"Microsoft SQL, Microsoft Office, Windows",,
https://careers.noblis.org/jobs/26934,Site Implementation Engineer,Noblis,United States,$116k-$181k/yr,Remote,Full Time,company-careers,8h ago,Saved,Provides science and technology solutions for government missions.,10+ YOEBachelor’s in Engineering or Computer Science; 10+ years site implementation; 15+ years FAA field ops; knowledge of FAA systems; travel 50-75%; US Citizen or Green Card.,"Delphi, CWP, TFDM",,
https://ats.rippling.com/rentvine/jobs/2d5a712b-1352-487a-a643-8ceae2f023b3,Software Implementation Specialist,Rentvine,Estero or United States,,Remote,Full Time,other,8h ago,Saved,Provide property management software for residential rental businesses.,2+ YOE2+ years onboarding/implementation or related client-facing role; strong communication; advanced Excel/Google Sheets; excellent organization and time management; proactive; knowledge of property management a plus.,"Excel, Google Sheets, Video conferencing",,
https://boards.greenhouse.io/cadencesolutions/jobs/4664051006,Technical Implementation Manager,Cadence,United States,$145k-$190k/yr,Remote,Full Time,greenhouse,8h ago,Saved,Provides remote patient monitoring and chronic disease management services.,"3+ YOE3-5 years in technical implementations and PM; 3-5 years with healthcare EHRs (Epic, Cerner, Athena); SQL, Go, Claude Code; strong leadership and cross-functional collaboration.","SQL, Go, Claude Code, Epic, Cerner, Athena",,
https://jobs.lever.co/Aprio/c65c7fd2-2f35-4686-8d02-9cbdfbd30d7d,Unanet Implementation Manager,Aprio,"Denver, Colorado, United States",$115k-$166k/yr,Remote,Full Time,lever,8h ago,Saved,"Provides business advisory, accounting, and tax services globally.","8+ YOE2+ Mgmt8+ years’ combined experience in accounting, operations, customer success, and technology systems; ERP implementation preferred; Unanet experience preferred; leadership and client management strong.","Unanet ERP, NetSuite, Sage, Acumatica, Deltek",,
https://procarehra8.applytojob.com/apply/GaWQZFrAie/Project-Manager-Implementation,Implementation Project Manager,Procare HR,"Minneapolis, Minnesota, United States",$80k-$100k/yr,Remote,Full Time,company-careers,8h ago,Saved,HR services for senior and disability care organizations.,3+ YOEBachelor's degree; 3+ years in implementation/project management; 2+ years in HR/payroll/HR outsourcing; HRIS/payroll software proficiency; proven client relationship experience.,"HRIS, Payroll software",,
https://talentmanagementsolution.wd3.myworkdayjobs.com/en-US/Perseus-careers1/job/PPE-Implementation-Consultants_R50547,PPE Implementation Consultants,Perseus Group,United States,$90k-$110k/yr,Remote,Full Time,workday,8h ago,Saved,CSU: Acquires and manages vertical market software companies globally.,5+ YOE5+ years implementing complex enterprise solutions; strong problem solving; excellent communication; travel ~30%; high school diploma required; degree and certifications preferred.,,,
https://www.linkedin.com/jobs/view/software-implementation-specialist-at-storable-4403643395,Software Implementation Specialist,Storable,United States,$60k-$75k/yr,Remote,Full Time,linkedin,8h ago,Saved,Provides technology platform for storage and specialty real estate operators.,3+ YOE3 years of experience on an implementation team or CSM; expert in Microsoft Excel; strong customer service and communication skills; ability to troubleshoot and analyze financial data.,"Microsoft Excel, Salesforce, Rocketlane",,
https://boards.greenhouse.io/motivity/jobs/4209923009,Implementation Manager - Practice Management,Motivity,United States,,Remote,Full Time,greenhouse,8h ago,Saved,Cloud-based software for ABA practice management and data collection.,3+ YOE3-5 years in implementation/onboarding/training or customer success; SaaS onboarding; CRM and project management experience; knowledge of Practice Management in ABA or related fields.,"CRM, Project management",,
https://jobs.ashbyhq.com/neara/e91517e4-7b5e-4040-9557-49c9af1c9333,"Director, Customer Implementation",Neara,San Francisco or New York City,$180k-$250k/yr,Remote,Full Time,ashby,8h ago,Saved,Physics-enabled digital twin platform for electricity grid resilience and optimization,Leading high-stakes enterprise implementations with a strong delivery track record; capable of managing cross-functional teams and stakeholder relationships.,,,
https://1406consulting.applytojob.com/apply/CZFR9uwcog/HubSpot-Implementation-Specialist,HubSpot Implementation Specialist,1406 Consulting,"Atlanta, Georgia, United States",$80k-$95k/yr,Remote,Full Time,company-careers,8h ago,Saved,Provides strategic HubSpot implementation and CRM optimization services.,"3+ YOE3+ years experience in HubSpot implementations; HubSpot certifications preferred; strong communication, analytical, and problem-solving skills.","HubSpot, HubSpot CRM, workflows, automation, lists, reporting, data_management",,
http://job-boards.greenhouse.io/crashplan/jobs/4209797009,Sales & Implementation Engineer,CrashPlan,United States,$160k-$200k/yr,Remote,Full Time,greenhouse,8h ago,Saved,Secure cloud-based data backup and disaster recovery solutions.,5+ YOE5+ years in Sales Engineering with demos/POCs; prior implementation/onboarding experience with SaaS/enterprise software; IT infra knowledge.,"Active Directory, OpenLDAP, SSO, SAML, SCIM, MFA, Windows, macOS, Linux, PowerShell, Python, Bash, JavaScript, Microsoft 365, Azure, Entra ID, Okta, Azure AD, Ping, Intune, JAMF, SCCM, Workspace ONE",,
https://www.amncareers.com/job/implementation-consultant-language-services/,Implementation Consultant – Language Services,AMN Healthcare,United States or North America,$82k-$98k/yr,Remote,Full Time,company-careers,8h ago,Saved,AMN: Provides healthcare staffing and workforce management solutions for hospitals.,"3+ YOELead implementation of language access solutions, manage projects, EHR/telehealth integrations, and training; travel up to 30%; healthcare context.",,,
https://trimble.wd1.myworkdayjobs.com/en-US/TrimbleCareers/job/Implementation-Consulting-Professional_R53506-1,Implementation Consulting Professional,Trimble,Westminster or United States,$78k-$108k/yr,Remote,Full Time,workday,8h ago,Saved,TRMB: Provides hardware and software for precision positioning and modeling.,"Experience in software implementations, strong process orientation, customer-focused consulting, and ability to manage multiple projects.",e-Builder,,
https://www.bringitps.com/careers/,"Implementation, Consultant -Financial Focused",Bring IT,United States,,Remote,Contract,company-careers,8h ago,Saved,Global cloud ERP implementation and system integration services provider.,End-to-end implementations; NetSuite ERP certification; strong communication; consulting experience; SuiteSuccess knowledge; accounting background.,"NetSuite, SuiteSuccess",,
https://jobs.ashbyhq.com/abridge/bcf3593b-7439-4b2a-9c54-2958886c3c98,Implementation Director - Nursing,Abridge,United States,$144k-$185k/yr,Remote,Full Time,ashby,8h ago,Saved,Automates medical documentation through AI-powered speech analysis,"3+ YOEExperience leading healthcare technology implementations; 3+ years PM in software deployment; strong communication, organization, and problem solving; Epic ClinDoc experience a plus; willing to travel up to 40%; based in Central or Mountain Time.","Epic, Electronic Health Records",,
https://www.linkedin.com/jobs/view/ai-implementation-manager-at-viateq-corporation-4379114297,AI Implementation Manager,VIATEQ,United States,$110k-$180k/yr,Remote,Full Time,linkedin,8h ago,Saved,Provides IT solutions and contact center services for government agencies.,3+ YOE3+ years leading SaaS/AI or technical software implementations in enterprise environments; strong PM; client relationships; technical fluency; cross-functional collaboration; proven on-time delivery.,"SaaS, AI platforms, Enterprise software",,
https://jobs.ashbyhq.com/fieldguide/be94f799-45d1-45b4-8821-3fd59f455209,"Implementation Consultant, Advisory",Fieldguide,"San Francisco, California, United States",$140k-$175k/yr,Remote,Full Time,ashby,8h ago,Saved,AI-native platform for automating audit and advisory workflows.,"2+ YOE2+ years in financial audit/assurance; 1+ year in technology consulting, onboarding, or implementation; strong project management and cross-functional collaboration; excellent communication and stakeholder management.","CRM, Onboarding, Project Management, Slack, GSuite/Workspace, Microsoft Office",,
https://www.linkedin.com/jobs/view/payroll-implementation-specialist-at-viventium-4383359384,Payroll Implementation Specialist,Viventium,United States,$55k-$70k/yr,Remote,Full Time,linkedin,8h ago,Saved,Cloud-based human capital management software for the healthcare sector.,Experience with payroll/HCM implementations; strong project management; proficiency in Microsoft Office; ability to manage multiple implementations; healthcare industry and unions experience preferred.,Microsoft Office,,
